['2018-10-28 23:26:50+00:00'],['احضرنا الكلاسيكو بس هو ماحضر'],['barca_8A']
['2018-10-28 23:26:28+00:00'],['أعجبني فيديو @YouTube على http://youtu.be/8DtF1M5OflA?a فضيحة في الكلاسيكو ، عودة البرسا'],['gerehhh']
['2018-10-28 23:26:27+00:00'],['السؤال الان متى سيُعاد هذا الكلاسيكو غداً نريد ان نشاهد الفضيحه مره اخرى ريبلي'],['Mr_khalil14']
['2018-10-28 23:26:02+00:00'],['صباح الخير يابن كوم الزواني #الكلاسيكو pic.twitter.com/tLsp6ZLe0T'],['mo_khairy1']
['2018-10-28 23:24:46+00:00'],['انتاا بتهزر ولا اى اناا بتتكلم ع ميسى هداف الكلاسيكو اللى ممرجح ريال مدريد بقاله سنين اللى من اكتر فرق جاب فيهم اجوان كانت ريال مدريد ؟؟؟؟؟؟؟؟'],['A7med_omar_11']
['2018-10-28 23:24:45+00:00'],['ودي اتكلم شوي عن الكلاسيكو بعد ماهدت الدنيا شوي'],['ziy97']
['2018-10-28 23:24:26+00:00'],['سبورت هاتريك لويس سواريز في مرمى ريال مدريد هو اهداء إلى اطفاله الثلاثة ... لاوتي، ديلفينا وبنجامين. اضاف المهاجم الاوروغواياني 159 هدفا مع البارسا بعد ثلاثيته في الكلاسيكو. pic.twitter.com/O9f765feyH'],['Sway4sport']
['2018-10-28 23:24:10+00:00'],['سبورت رافينيا عوض ميسي بالشكل المثالي! في الكلاسيكو لعب رافينيا بطريقة هجومية مثالية في الشوط الاول، وانتقل بين الخطوط بطريقة رائعة، وفتح المساحات لزملائه، وجمع بين السرعة والاحساس السليم باللعبة. في الشوط الثاني تولى بعض المهام الدفاعية ضد خطة لوبيتيغي. pic.twitter.com/oq8mjLSQvs'],['Sway4sport']
['2018-10-28 23:24:01+00:00'],['الموندو: ميسي نشر صورة على مواقع التواصل بصحبة نجم لقاء الكلاسيكو سواريز وهما يحتفلان بالفوز بشرب النبيذ. pic.twitter.com/lLsHJShSVo'],['forcabarca_ar']
['2018-10-28 23:23:26+00:00'],['#شرح_النكتة : الجملة قالتها فيبي لما كانت بتعمل مساج لمونيكا ومونيكا بتطلع أصوات كدا فهو عاز الكلاسيكو ولعب الكلاسيكيو وخسر ٥-١'],['theanalaa']
['2018-10-28 23:23:16+00:00'],['الكلاسيكو مع كريستيانو .. ٥-٠ خارج ملعبك ٤-٠ على ملعبك ٣-٠ على ملعبك https://twitter.com/FCBW_A7/status/1056632790488416257 …'],['4lycan']
['2018-10-28 23:22:56+00:00'],['المدريدي اخذ هذا التصريح كـ فخر ولكن فالحقيقه هذه العقليه هي من تجعل لاعبين برشلونه يدخلون الكلاسيكو وكأنها حرب حتى لو كان هناك خلاف في غرفة الملابس او مع المدرب او اي ظرف من الظروف https://twitter.com/RM4Arab/status/1056651405270941697 …'],['Fheedalsahli']
