Date	Tweet	Username
['2018-10-28 23:11:57+00:00	واضح من يلي يسرق علي قيس اخر الكلاسيكو يلي قبل هدا	['Sir_Marwan_RM']
['2018-10-28 23:11:57+00:00	الكلاسيكو.	['al7ajrii']
['2018-10-28 23:11:57+00:00	سبورت هاتريك لويس سواريز في مرمي ريال مدريد هو اهداء الي اطفاله الثلاثه ... لاوتي، ديلفينا وبنجامين. اضاف المهاجم الاوروغواياني 159 هدفا مع البارسا بعد ثلاثيته في الكلاسيكو. 	['Sway4sport']
['2018-10-28 23:11:57+00:00	قصدكم فوز برشلونه علي ريال مدريد 5 يا شريفه و مرتزقتها	['HassanA93823756']
['2018-10-28 23:11:57+00:00	برشلونه يكتسح ريال مدريد بخماسيه تاريخيه في الكلاسيكو - 	['Hotnews_Q8']
['2018-10-28 23:11:57+00:00	ريال مدريد يستعد لاعلان اقاله لوبيتيغي وتعيين كونتي 	['HMOURAD1974']
['2018-10-28 23:11:57+00:00	ارقام كارثيه ل ايسكو في الكلاسيكو: سدد مرتين فقط باتجاه مرمي البارسا، ولكن خارج الاخشاب، اكثر من لديه تمريرات خاطءه (9) مرات، خسر 19 كره، مراوغه واحده صحيحه، ومراوغتين فاشلتين، ارتكب 4 اخطاء ضد البارسا 	['Sway4sport']
['2018-10-28 23:11:57+00:00	غابت الاسود #برشلونه_ريال_مدريد 	['mosherifovic']
['2018-10-28 23:11:57+00:00	لازم ناخد ف الاعتبار ان الماتش جه ف وقت كان مستوي برشلونه بيعلي ومستوي مدريد ف النازل يعني	['mohamedsayad10']
['2018-10-28 23:11:57+00:00	غط وجهك يا بني فهناك مشهد اباحي لايصلح للاطفال ههه̯̯̯̯͡͡͡ههه̯̯̯͡͡͡ههه̯̯̯̯̯̯͡͡͡͡هههااااايﮯ #برشلونه_ريال مدريد #forcabarca	['MuS3d_Fcb']
['2018-10-28 23:11:57+00:00	انا حزين و مافيش حاجه فرحتني انهارده غير برشلونه	['elmokaa']
['2018-10-28 23:11:57+00:00	ترتيب الجوله العاشره بعد مباراه الكلاسيكو 	['LaLigaArab']
['2018-10-28 23:11:57+00:00	بالعافيه #برشلونه_ريال_مدريد	['karrardhia']
['2018-10-28 23:11:57+00:00	تسلو معنا بالحديث كلمونا ماعليه المره الجايه انشالله تكون اكثر الاهداف اليوم ترا يتسلون هي برشلونه يالله وين البرشلونيه اقوي ريتويت 	['a7mad___83']
['2018-10-28 23:11:57+00:00	لاوالله لا نستطيع بدانا ندافع ثم هاجمنا وسنستمر ( القوه القوه لابارك الله بالضعف ) ولدينا كذلك نهضه بلد وبناء لا يمكن ان يتوقف امامنا 5 سنوات فقط لنصدق كلمات سيدي العضيد ونغير وجه #السعوديه_العظمي لذلك اجازتنا بعد 5 سنوات من الان #برشلونه_ريال_مدريد #اغلاق_قناه_الفتنه_الجزيره_12	['GreatSaudiArabi']
['2018-10-28 23:11:57+00:00	شاهد رده فعل الاعلام و نجوم كره القدم علي تصديات حارس برشلونه تير شتيغن الراءعه امام اشبيليه 	['asdaalwatan']
['2018-10-28 23:11:57+00:00	خلني كل سنه انصقع في الكلاسيكو بس اعطني كل سنه دوري ابطال	['aoon_11']
['2018-10-28 23:11:57+00:00	يا صاحبي لازم تاخد بالاعتبار ان ده ماتش الكلاسيكو و النتيجه كبيره شويه فطبيعي اللي بيحصل	['abohassan1907']
['2018-10-28 23:11:57+00:00	ردود افعال توماس رونسيرو خلال الكلاسيكو #ElClasico 	['Muhannaddababo2']
['2018-10-28 23:11:57+00:00	الكينغ و المحارب ارتورو فيدال يسجل اول هدف له مع برشلونه في الكلاسيكو و هو لسي ما كمل 3 دقاءق علي دخوله ك بديل يستاهل لاعبنا و ولدنا السابق #برشلونه_ريال_مدريد #ريال_مدريد_برشلونه #الكلاسيكو #ElClasico #كلاسيكو_العالم #كلاسيكو_الارض	['mahra6791']
['2018-10-28 23:11:57+00:00	صعب التوقع في مباريات الكلاسيكو اليوم يفرحون وبكره احنا نفرح بس الشاطر اللي يفرح بالاخر مبروك للبرشا وهاردلك للريال غلطه الشاطر بالف واعتقد هذي البدايه للريال	['r0mari011']
['2018-10-28 23:11:57+00:00	ولی تا میتونین از این روزا لذت ببرین چون این روزا برای شما خیلی کوتاهن و ما همیشه بازگشتمون باعث زخمی شدن خیلیا میشه #الكلاسيكو #HalaMadridYNadaMas	['Mohamadb16']
['2018-10-28 23:11:57+00:00	ابرز نتاءج البرسا في ”الكلاسيكو” اخر 10 مواسم : • 6-2 • 5-0 • 4-0 • 3-0 • 5-1 اذلال خضوع سمها ماشءت .. لكن الحقيقه اصبحنا ندخل مباريات ”الكلاسيكو” ك مجرد تمرين ترفيهي للاعبين :( .. اهانه الريال اصبحت من تقاليد الكلاسيكو السنويه 	['72ar_0']
['2018-10-28 23:11:57+00:00	الريال مسوين مصدوميين شي جديد وهم ياماكلوها بكل العقود #برشلونه_ريال_مدريد	['991nasnas']
['2018-10-28 23:11:57+00:00	بس و الله حتي بعد غياب ميسي و كريستيانو رونالدو عن الكلاسيكو ما زال في حماس و كان كلاسيكو راءع #برشلونه_ريال_مدريد #ريال_مدريد_برشلونه #الكلاسيكو #ElClasico #كلاسيكو_العالم #كلاسيكو_الارض	['mahra6791']
['2018-10-28 23:11:57+00:00	"وقبل كده عاملين فوتو شوب لفيديو وكاتبين عنوان ""الريال يهين البارسا 8/صفر "" وجايبين تجميعه اجوال للريال في برشلونه واتفرج ياعم الريال كان حاطط عليكم"	['elfashekh55']
['2018-10-28 23:11:57+00:00	ارسنال اتعادل مع بالاس 2-2 ويونايتد كسب ايفرتون 2-1 وتشيلسي كسب بيرنلي 3-0 ريال مدريد كسب برشلونه 1-0	['MoYossry']
['2018-10-28 23:11:57+00:00	لا تدع خماسيه الكلاسيكو تلهيك عن البطوله ال99 للبابا بتاع التنس 	['iiiAhmEd']
['2018-10-28 23:11:57+00:00	الحياه فرص و انا #بنزيما #برشلونه_ريال_مدريد	['afb_real']
['2018-10-28 23:11:57+00:00	|#برشلونه ٥ || #ريال_مدريد ١ .. و من دون ميسي #فضيحه|	['MouazKayyal']
['2018-10-28 23:11:57+00:00	مااجهلها لكن قدام برشلونه يختفون هم وشخصيتهم..	['sh6i_x']
['2018-10-28 23:11:57+00:00	#برشلونه_ريال_مدريد - الا ليت الزمان يعود يوما 	['Albara_alhammad']
['2018-10-28 23:11:57+00:00	#برشلونه_ريال_مدريد يرددو ويقولو راح رونالدو ضاع مدريد راح من حقق لكم البطولات المحليه والقاريه والالقاب من كان يفوزكم خلاص ماعندكم احد تساله مره ثانيه في نفس الوقت ( اش رايك في كريستيانو رونالدو ) يرد : لاعب عادي بس مو اسطوره ولا شء طيب شكرا علي المشاركه يا دلخ #مدريد	['Fahd12Alshehri']
['2018-10-28 23:11:57+00:00	|برشلونه يسحق ريال مدريد 	 ويدق المسمار الأخير في نعش لوبيتيجي – في الملعب https://kora-sa.com/2018/10/29/%d8%a8%d8%b1%d8%b4%d9%84%d9%88%d9%86%d8%a9-%d9%8a%d8%b3%d8%ad%d9%82-%d8%b1%d9%8a%d8%a7%d9%84-%d9%85%d8%af%d8%b1%d9%8a%d8%af-%d9%88%d9%8a%d8%af%d9%82-%d8%a7%d9%84%d9%85%d8%b3%d9%85%d8%a7%d8%b1-%d8%a7/20664/ …pic.twitter.com/bZVdLGNb0H']|
['2018-10-28 23:11:57+00:00	"بيدريرول : "" هذا الطاقم التقني للفريق جعل لاعبي ريال مدريد سيءين جدا "" "	['ZoYaZenat']
['2018-10-28 23:11:57+00:00	يعني خسرنا الكلاسيكو الاسباني.. وفزنا بالكلاسيكو الفرنسي.. شي احلي من بلا شي	['itsgigi63']
['2018-10-28 23:11:57+00:00	#برشلونه_ريال_مدريد افضل باك شمال حاليا وعدم استدعاءك للمنتخب ظلم كبير 	['abdoviic']
['2018-10-28 23:11:57+00:00	#برشلونه_الريال #برشلونه #افضل_سناب_t	['0_marzog18']
['2018-10-28 23:11:57+00:00	لاء انا اهلاوي اه بس بشجع ريال مدريد حبيبي يا كابتن	['AhmedHu79693301']
['2018-10-28 23:11:57+00:00	#تيم_المشاغبين_وفولورز_للصبح ريال مدريد تخسر 5 و الاهلي يتعادل علي ارضه و صلاح مش عارف ايه اللي حصله فاضل ايه تاني يا 2018 	['lbrahim_shoap']
['2018-10-28 23:11:57+00:00	"هاي زي ""دي "" عندنا يعني قصدها احلي برشلونه دي ولا ايه"	['DoaaArafat']
['2018-10-28 23:11:57+00:00	- خط وسط #برشلونه ضد ريال مدريد : •ارثر ميلو : 49 تمريره بدقه 94% •ايفان راكيتيتش : 69 تمريره بدقه 94% •سيرجيو بوسكيتس : 62 تمريره بدقه 92% - #برشلونه_ريال_مدريد	['Hamod95211Hamod']
['2018-10-28 23:11:57+00:00	ايه الملل ده اما اتفرج علي ملخص الكلاسيكو وهتبقي فل	['OmdaKharoub']
['2018-10-28 23:11:57+00:00	من الطبيعي الكل يشمت في فريق كان منيم اوربا من المغرب هلا مدريد #برشلونه_ريال_مدريد	['7usamsalem']
['2018-10-28 23:11:57+00:00	يا ميسي البرشا ما يقدر علي الفراق ويا مدريدي البرشا طول عمره حراق #برشلونه_ريال_مدريد	['abuamjed512']
['2018-10-28 23:11:57+00:00	والله تمام لين لعب مدريد الكلاسيكو	['eyadz7']
['2018-10-28 23:11:57+00:00	اظن كفايه بعد دا يا بيريز #ريال_مدريد 	['Moe_salah1']
['2018-10-28 23:11:57+00:00	نتفرج علي ملخص الكلاسيكو وننام ف سلام	['m7m0ud3skar']
['2018-10-28 23:11:57+00:00	كل اللاب متحديتهم علي فوزنا ليله السبت.....واذا خسرنا ياشماتتهم فيني لين يخلص تدريبي. بديت اقمط من الكلاسيكو ذا، مب مثل كلاسيكو البدروم مع الطواقي ما درينا عن المباراه الا بنفس اليوم 	['Bsa_881']
['2018-10-28 23:11:57+00:00	#القانون_ينص_علي_اعاده_الكلاسيكو 	['faris_ittti']
['2018-10-28 23:11:57+00:00	راك 1 : لويس سواريز هو افضل لاعب في الكلاسيكو 	['nnaasseerr09592']
['2018-10-28 23:11:57+00:00	#برشلونه_ريال_مدريد كبير اسبانيا ليت ميسي كان موجود بس	['Adneye45Saftd']
['2018-10-28 23:11:57+00:00	#برشلونه_ريال_مدريد اغتصاب كاتلوني لصغير مدريد بدون ميسي خماسيه اجل لو ميسي لعب كم تنتهي 10 لاخوف ع البرشا بضل كوتينيو وسواريز وديمبلي وبوسكيتس	['A___96___']
['2018-10-28 23:11:57+00:00	وبمناسبه فوز البارسا علي ريال مدريد وكي لا ننسي نقدم التهاني للمقبور حافظ ويلعن روحك يا حافظ ونبشر الجحش بشار بانه ساقط لا محالا	['ahmadadadad']
['2018-10-28 23:11:57+00:00	يارب اصحي علي اقاله لوبتغيني وتعين ارسين فينغر #ريال_مدريد	['kratos177977']
['2018-10-28 23:11:57+00:00	#برشلونه_ريال_مدريد سبحان الله وبحمده عدد خلقه ورضا نفسه وزنه عرشه ومداد كلماته .	['nawaf_alsahli2']
['2018-10-28 23:11:57+00:00	اجمل هدف بالكلاسيكو ،، يا جماال راسيه سواريز مبروك للكوليز ال بدون #برشلونه_ريال_مدريد	['sheikh_1988']
['2018-10-28 23:11:57+00:00	"فالدانو : "" ربما دوري الابطال جعل ريال مدريد يخطء التشخيص عند اتخاذ القرارات في هذا الصيف """	['ZoYaZenat']
['2018-10-28 23:11:57+00:00	ارسل لنا مقاطع المباريات هذي نبي نستمتع بالاهداف زي برشلونه	['AbuuuHo']
['2018-10-28 23:11:57+00:00	الريال مسوين مصدوميين شي جديد وهم ياماكلوها بكل العقود #برشلونه_ريال_مدريد	['991nasnas']
['2018-10-28 23:11:57+00:00	ولی امسال سال زیباییه، نه دیگه از کل کل کسشر بین مسی و رونالدو خبریه و نه دیگه با الکلاسیکو میگانمون. خدایا شکرت	['ImnIrdst']
['2018-10-28 23:11:57+00:00	مبروك برشا بكل روح رياضيه #برشلونه_ريال_مدريد	['Laila_drbas']
['2018-10-28 23:11:57+00:00	كلنا شفنا التدخل وكلنا عارفين انها طرد لو كان راموس بس هذي ماهي اول حادثه في الكلاسيكو ما احب اتكلم عالتحكيم الفريق تعيس مرهق ومدرب ضايع	['r0mari011']
['2018-10-28 23:11:57+00:00	|نهايه الكلاسيكو الفرنسي || 2-0 لباريس.|	['iozci']
['2018-10-28 23:11:57+00:00	مش عودنا يسجل بالطريق هاذي #برشلونه_ريال_مدريد 	['nayefeng']
['2018-10-28 23:11:57+00:00	كم افتقد الكلاسيكو لك ياصديقي في الليله العتماء افتقدنا البدر ريال مدريد يفتقدك ياصديقي انا افتقد يا معشوقي 	['MahmoudShahin74']
['2018-10-28 23:11:57+00:00	5 #برشلونه_ريال_مدريد	['rfrf187']
['2018-10-28 23:11:57+00:00	بوشكاش محفوظ بيضحي النهارده علي حساب جراحه الناتجه من الكلاسيكو 	['ElkhamisyJr']
['2018-10-28 23:11:57+00:00	#برشلونه_الريال	['masadalghassla1']
['2018-10-28 23:11:57+00:00	|ايسكو كان ابرز لاعبي ريال مدريد 	 الإحصائية كلها غلط 
['2018-10-28 23:11:57+00:00	عاجل الجزيره : لاعبوا برشلونه كانوا يستمعون للموسيقي اثناء مباراه الريال.	['Basleafo']
['2018-10-28 23:11:57+00:00	خماسيه برشلونه في الكلاسيكو وسقوط ريال مدريد وفوز الكبار في الدوري الانجليزي الابرز في الاحد الكروي المشتعل 	['ReyadaCom']
['2018-10-28 23:11:57+00:00	هذه اكبر نتيجه في تاريخ الكلاسيكو والمعترف بها من الاتحاد الاسباني لكره القدم ..! مدريدي سابقا يوفنتيني حاليا 	['BonySky1']
['2018-10-28 23:11:57+00:00	غاب رونالدو فظهرت برشلونه . مبروك يامصعب .	['aaeettaa']
['2018-10-28 23:11:57+00:00	في حلقه تحليل الكلاسيكو اليوم ولا ننام	['Abaady94776146']
['2018-10-28 23:11:57+00:00	#برشلونه_ريال_مدريد @andresiniesta8 #الرسام كان يستمتع بالكلاسيكو 	['Hassan_oS9']
['2018-10-28 23:11:57+00:00	#برشلونه_ريال_مدريد دعوه مظلوم 	['abolezzam']
['2018-10-28 23:11:57+00:00	ياجماعه اليوم شبعنا ضحك علي ريال مدريد عنجد	['malekalsoree']
['2018-10-28 23:11:57+00:00	#الكلاسيكو #ريال_مدريد	['abumosa21']
['2018-10-28 23:11:57+00:00	الف مبروك للجميع عقبالي الكلاسيكو السنه الجايه	['abod_zero']
['2018-10-28 23:11:57+00:00	الان جماهير برشلونه راح تستلم جماهير ريال مدريد طقطقه ل فتره الله اعلم كم تبقي من بعد 4 - 0 بدون ميسي الان صارت 5 - 1 بدون ميسي الله يعينكم #برشلونه_ريال_مدريد #ريال_مدريد_برشلونه #الكلاسيكو #ElClasico #كلاسيكو_العالم #كلاسيكو_الارض	['mahra6791']
['2018-10-28 23:11:57+00:00	مالوش ذنب يا كابتن عمر والله، برغم ان ريال مدريد فيه مذنبين كتير فشخ الا ان ده لا يمنع ان في ضحايا، ايا كان مبروك الفوز لانه كان فعلا مستحق	['Ma7moudAshour95']
['2018-10-28 23:11:57+00:00	في انتظار بيان رسمي من ليستر علي ما حدث لنا في الكلاسيكو يا بيريز يابن المت**	['hoshos_madrid']
['2018-10-28 23:11:57+00:00	من اليوم انا برشلونيه انشاالله #برشلونه_ريال_مدريد	['Meeems__']
['2018-10-28 23:11:57+00:00	I liked a @YouTube video 	['khalidelzahra']
['2018-10-28 23:11:57+00:00	#شرح_النكته : الجمله قالتها فيبي لما كانت بتعمل مساج لمونيكا ومونيكا بتطلع اصوات كدا فهو عاز الكلاسيكو ولعب الكلاسيكيو وخسر ٥-١	['theanalaa']
['2018-10-28 23:11:57+00:00	طبيعي كل جواد وله كبوه افضل وسط وافضل محور الي هو مودريتش استقبل ٥ اهداف اليوم من برشلونه	['hgg68190743']
['2018-10-28 23:11:57+00:00	#كلاسيكو_الارض #برشلونه_ريال_مدريد #ملوك_الصالات #الزمالك_بطل_افريقيا #ميدو_خط_احمر #الوصل_الاهلي #كاس_زايد_للانديه_الابطال	['shahrazad1o']
['2018-10-28 23:11:57+00:00	ريال مدريد والله صارلي فتره مو ضحك شكرا لان ضحكتوني عليكم #برشلونه_ريال_مدريد	['Ofhnam']
['2018-10-28 23:11:57+00:00	ريال مدريد النهارده #الكلاسيكو #ElClásico #ForçaBarça #برشلونه_ريال_مدريد	['hobaaa_magdy']
['2018-10-28 23:11:57+00:00	#برشلونه_ريال_مدريد . الو ؟الدون افزع لنا هلمره بس نخيناك. الدون: عندي مييتنق الساعه 5.	['ms_juj']
['2018-10-28 23:11:57+00:00	#برشلونه_ريال_مدريد كاسيميرو :المدرب امرني بايقاف ميسي وهذا ماجعلني قريب جدا من المدرجات في هذه المباراه ولكن فجاه ظهر ذاك الثور سواريز وفعل اشياء جميله براموس 	['Hassan_oS9']
['2018-10-28 23:11:57+00:00	الكلاسيكو برشلونه و ريال مدريد I احصاءيات و ارقام رهيبه في مباريات الكلاسيكو:	['anlm111']
['2018-10-28 23:11:57+00:00	برشلونه ( 5 – 1 ) ريال مدريد الدوري الاسباني 	['koora_spain']
['2018-10-28 23:11:57+00:00	ولد راموس اربع ابطال برشلونه بكبره خمسه ما الومهم 	['_SlI9b']
['2018-10-28 23:11:57+00:00	كاداء ريال مدريد كان ممتاز والله ي حادق انت ترتيبك لاحسن لاعيبه ف الماتش مين ؟؟؟ انا بالنسبه لي مارسيلو وكورتوا وبنزيما غير كده كلهم يطلعوا ع المصحه *ناتشو وايسكو*	['KKhashapa']
['2018-10-28 23:11:57+00:00	اقتراب كونتي من تدريب الريال و هو منتظر غدا في مدريد حسب صحيفه فرانس فوتبول الفرنسيه #برشلونه_ريال_مدريد 	['kacem220']
['2018-10-28 23:11:57+00:00	النتيجه اشد فتنه من النساء #برشلونه_ريال_مدريد	['sa_samermohamed']
['2018-10-28 23:11:57+00:00	برشلونه يلعب وكانه في تمرين او في حديقته الخلفيه خماسيه تاريخيه للبرشا ... عندما تقوم ببيع افضل لاعبينك يابيرتيز هذا ماتجنيه لم لدي الريال اي حلول . #برشلونه_ريال_مدريد	['Walid__ali']
['2018-10-28 23:11:57+00:00	تابعت الكلاسيكو وشفت بعده فيلمين وللان الساعه 1 ! الليل طويل	['OS2IV']
['2018-10-28 23:11:57+00:00	خماسيه برشلونه في الكلاسيكو وسقوط ريال مدريد وفوز الكبار في الدوري الانجليزي الابرز في الاحد الكروي المشتعل 	['ReyadaCom']
['2018-10-28 23:11:57+00:00	سواريز لو اتي مبكرا البرسا لكان يتنافس مع ميسي علي الهداف التاريخي الكلاسيكو 	['nabilocean1']
['2018-10-28 23:11:57+00:00	فريق الموضه برشلونه	['Saudkuwaiti']
['2018-10-28 23:11:57+00:00	النتيجه اشد فتنه من النساء #برشلونه_ريال_مدريد	['sa_samermohamed']
['2018-10-28 23:11:57+00:00	#ريال_مدريد فريق مهاجم ويمتلك قوه هجوميه .. بدل ما يجيبون حارس يدربهم . افضل شي مدرب مهاجم للتدريب .. يحتاجون الي راس حربه، هداف للتدريب ..	['alwzeer982']
['2018-10-28 23:11:57+00:00	شاهد اهذاف الكلاسيكو برشلونه و ريال مدريد اليوم 10/28/2018 	['GolasYalla']
['2018-10-28 23:11:57+00:00	عاذرك والله، شعور الخساره ف الكلاسيكو وحش برضو	['_AmrAlii']
['2018-10-28 23:11:57+00:00	اهتزت شباك ريال مدريد بخماسيه للمره الاولي، منذ الهزيمه امام البرسا ايضا بنتيجه (5-0) تحت قياده جوزيه مورينيو في الليجا في نوفمبر عام 2010. - بلغ المعدل التهديفي لريال مدريد هذا الموسم 1.5 هدفا في كل مباراه،... 	['AbdallahHamed12']
['2018-10-28 23:11:57+00:00	#برشلونه_ريال_مدريد #خمسه_مووووووه	['lolo2014x89']
['2018-10-28 23:11:57+00:00	تشكيله فريق ريال مدريد المحتمله في الكلاسيكو ضد برشلونه بقياده الويلزي غاريث بيل 	['asdaalwatan']
['2018-10-28 23:11:57+00:00	#خالد_العبدالله #افضل_سناب_t #بايع_التمر #امطار_الرياض #برشلونه_ريال_مدريد #الدريس_يسيء_لمغردي_الوطن #دخنه #الاهلي_وفاق_سطيف #ElClasico #متعصب_هلالي_يقود_المسابقات #هلا_بالشتاء_هلابه #هاشتاق	['Accounts_ksa']
['2018-10-28 23:11:57+00:00	نادي ريال مدريد الاسباني في بيان رسمي يقدم تعازيه لعاءلات ضحايا حادث تحطم مروحيه مالك نادي ليستر سيتي #ليستر_سيتي	['AhmiidRagabb']
['2018-10-28 23:11:57+00:00	شفتي الكلاسيكو ؟	['6lvsa']
['2018-10-28 23:11:57+00:00	|OLE || !حطموهم و بالخمسه! حتي و بدون ميسي ، برشلونه فاز علي ريال مدريد 5-1 ، مباراه ستبقي في الذاكره . لويس سواريز فعل كل شيء في المباراه وسجل هاتريك . فريق فالفيردي هو المتصدر و لوبيتيجي من الممكن ان يخسر وظيفته. 	['zrhoni_mohamed']
['2018-10-28 23:11:57+00:00	اخويا بعد ماتش الكلاسيكو نام مكتءب وساب كل شغله اوفر اوي اقسم بالله وبزعل علشانه جدا لما بيزعل بس ف الواقع مش عارفه اعمله ايه	['Nelfarsi']
['2018-10-28 23:11:57+00:00	ريال مدريد	['hala14119359']
['2018-10-28 23:11:57+00:00	قصدكم فوز برشلونه علي ريال مدريد 5 يا شريفه و مرتزقتها	['HassanA93823756']
['2018-10-28 23:11:57+00:00	#برشلونه_ريال_مدريد Hi	['hony_86']
['2018-10-28 23:11:57+00:00	للنوم بعد متعه اليوم من الكتلان #برشلونه_ريال_مدريد	['i6_9l']
['2018-10-28 23:11:57+00:00	بعد انباء اقترابه من تدريب « #ريال_مدريد».. #كونتي يغادر #مصر 	['naharkw']
['2018-10-28 23:11:57+00:00	فعلا من كان يشجع برشلونه قبل ٢٠٠٢ في الثمانينات والتسعينات كان دربي الغضب يسيطر ع العالم ايطاليا كانت متسيده الكل كان يشجع المان او الريال او ميلان او اليوفي	['3yar_2012']
['2018-10-28 23:11:57+00:00	|OLE || حطموهم و بالخمسه ! - حتي و بدون ميسي ، برشلونه فاز علي ريال مدريد 5-1 ، مباراه ستبقي في الذاكره . لويس سواريز فعل كل شيء في المباراه وسجل هاتريك . فريق فالفيردي هو المتصدر و لوبيتيجي من الممكن ان يخسر وظيفته.|	['barca_news_arab']
['2018-10-28 23:11:57+00:00	#برشلونه_ريال_مدريد مادري وش اقول بس جد جد كرهته نفسي بكره وش يفكني من البرشليون ٥طارت الخمسه	['aehh2017']
['2018-10-28 23:11:57+00:00	صور : هكذا كانت ردود افعال رونسيرو خلال الكلاسيكو 	['nnaasseerr09592']
['2018-10-28 23:11:57+00:00	هههه خطرت عليا مباراه السعوديه وروسيا في كاس العالم بس اثبتت برشلونه انها فريق متكامل حتي في غياب احد اركانها ميسي #برشلونه_ريال_مدريد	['Hadeelly2']
['2018-10-28 23:11:57+00:00	فيه فرق بين مشجع النادي ومشجع اللاعب الاول يعرف الوفاء لناديه وانه مايوقف علي احد... النوع الاخر ما يعرف الا الدفاع عن لاعبه ولا يهمه احد ريال مدريد حاليا خارج هذا السياق لازالت المجموعه مستمره بنفس النهج علي وجود لاعب حاسم لا يلام البعض علي رثاء الدون لان ماعندنا البديل	['itti_knw']
['2018-10-28 23:11:57+00:00	علشان بس الناس اللي بتعظم في #رونالدو و #زيدان... برشلونه داست علي وش الريال في البرنابيو قبل كده في وجود رونالدو 4-0 و بدون ميسي. دا غير انه كان موجود في ماتش ال 5-0 اللي كان في الكامب نو لما كان... 	['AhmedMostafa_10']
['2018-10-28 23:11:57+00:00	الكلاسيكو برشلونه و ريال مدريد I احصاءيات و ارقام رهيبه في مباريات الكل... 	['anlm111']
['2018-10-28 23:11:57+00:00	المباراه القادمه ... كولتورال ديبورتيفا ليونيسا برشلونه كاس ملك اسبانيا الاربعاء ...31-10-2018 الساعه : 10:30 مساءا دور ال 32 الملعب : رينو دي ليون الحكم : لم يحدد بعد المعلق : لم يحدد بعد القناه الناقله : beIN SPOS HD مباراه ذهاب بالتوفيق للبارسا 	['palfcbarcelona']
['2018-10-28 23:11:57+00:00	ههههههههههه #برشلونه_ريال_مدريد	['the24_9']
['2018-10-28 23:11:57+00:00	ملخص كلاسكو برشلونه و ريال مدريد 28/10/2018: 	['3Auditore']
['2018-10-28 23:11:57+00:00	الريال بحاجه الي تجديد عناصره خاصه في الوسط والهجوم ..! بعضهم افلس وبعضهم اخذ اكبر من حجمه ..! #برشلونه_ريال_مدريد	['One1Saad']
['2018-10-28 23:11:57+00:00	يوم للنسيان . #ريال_مدريد #الاهلي	['KakaKaka1284']
['2018-10-28 23:11:57+00:00	برشلونا خرب كلاسيكو الارض #برشلونه_ريال_مدريد	['mafl7']
['2018-10-28 23:11:57+00:00	الشعب العربي مشغولين ب الكلاسيكو مدريد وبرشلونه ومشغولين بالسهرات والحكومات لا تسمع ولا تري ولا تتكلم	['samisai41822059']
['2018-10-28 23:11:57+00:00	I liked a @YouTube video 	['alpahare']
['2018-10-28 23:11:57+00:00	لحد دلوقتي مش قادر استوعب نتيجه الكلاسيكو.. مع اني عارف ان دي نتيجه طبيعيه بعد العك الي شفناه من اول الموسم . وانها مش مشكله مدرب بس وهيبقي ضحيه الفضيحه دي وع العموم هو متوقع الريال يوقع بس مش للدرجادي نهاءيا!!!	['nmnm_mohamed']
['2018-10-28 23:11:57+00:00	الكلاسيكو اليوم وين عايشه انتي	['SA_AD95']
['2018-10-28 23:11:57+00:00	|اوندا سيرو || لوبيتيغي سيكون حاضرا في الحصه التدريبيه المقرره غدا استعدادا لمباراه كاس الملك، الساعه السادسه سيكون هناك اجتماع لمناقشه قرار اقالته ، كونتي بمجرد حل مشكلته نهاءيا مع تشيلسي سيوقع ل ريال مدريد. اذا لم يوقع كونتي غدا ، س يقود سولاري الفريق مءقتا حتي يصل كونتي. 	['RM4Arab']
['2018-10-28 23:11:57+00:00	من اليوم انا برشلونيه انشاالله #برشلونه_ريال_مدريد	['Meeems__']
['2018-10-28 23:11:57+00:00	ارسل طولك و وزنك علي الخاص .. وحقولك كيف تخس ،، وكيف يروح الكرش وبوقت قياسي وبدون اثار جانبيه او ترهلات #تويته_عن_طقس_مدينتك #الاهلي_وفاق_سطيف #برشلونه_ريال_مدريد وو	['dayanna123123']
['2018-10-28 23:11:57+00:00	والله برشلونه مقامها تفشخ فيكوا ده اللي اتربيت عليه	['OsamaG1']
['2018-10-28 23:11:57+00:00	"بيدريرول : "" برشلونه اهانوا ريال مدريد بدون ميسي "" "	['ZoYaZenat']
['2018-10-28 23:11:57+00:00	سعر الدولار اليوم ريال مدريد و 25 قرش.. باهي الي ميسي مالعب راها ارقي	['JWGMWphuT2qD5Dl']
['2018-10-28 23:11:57+00:00	للاسف مكنتش فاضي عشان اشوف الكلاسيكو، بس النتيجه متوقعه ومءسفه، رونالدو مشيه اثر طبعا وكان لازم يحصل تدعيم يوازي رحيل واحد من اهم لاعيبه العالم وده ماحصلش، لكن رحيل رونالدو المهاجم مايخليش الدفاع شوارع كده ؟!	['Shetegy']
['2018-10-28 23:11:57+00:00	برشلونه B يحتل المركز السادس بدوري الدرجه الثانيه يعني افضل من مركز ريال مدريد بالليغا 	['BatainehFandi']
['2018-10-28 23:11:57+00:00	الواحد يءسفه يقول ان الواد سيرجي روبيرتو كان نجم الكلاسيكو النهارده	['il_cuchu']
['2018-10-28 23:11:57+00:00	نهايه لقاء #الكلاسيكو! باريس سان جرمان ينتزع فوزا ثمينا من عقر دار خصمه الازلي مارسيليا بفضل هدفي مبابي ودراكسلر .. 	['F_sport7']
['2018-10-28 23:11:57+00:00	لاول مره منذ مايو 2009 نادي ريال مدريد يخسر ثلاث مباريات متتاليه في الليغا 	['vipmadridi84']
